animalRecoded,sireRecoded,damRecoded
7936,9827,8316
7937,10570,NULL
7938,NULL,NULL
7939,2261,7250
7940,7332,5302
7941,9442,1000
7942,8865,2238
7943,8217,6386
7944,8672,4868
7945,7132,5393
7946,7132,7692
7947,7041,3052
7948,2003,4355
7949,676,9871
7950,7084,3184
7951,1781,3666
7952,NULL,NULL
7953,9666,1031
7954,3106,2534
7955,6651,10849
7956,6735,2138
7957,7132,10707
7958,NULL,NULL
7959,3671,10125
7960,5235,921
7961,7976,7522
7962,7879,7052
7963,8129,6950
7964,NULL,NULL
7965,6651,1492
7966,3480,8261
7967,10993,NULL
7968,3574,300
7969,3498,3228
7970,6651,5160
7971,8106,6847
7972,212,7826
7973,6006,8201
7974,NULL,NULL
7975,4131,9294
7977,192,2155
7978,10251,6713
7979,9697,NULL
7980,NULL,NULL
7981,4928,9059
7982,6848,8332
7983,2893,4027
7984,6848,3036
7985,4415,1734
7986,9014,10311
7987,6557,10009
7988,5636,509
7989,1843,1700
7990,1017,7967
7991,9009,808
7992,9108,6880
7993,NULL,NULL
7994,9827,5273
7995,8593,2422
7996,10582,1160
7997,3704,9328
7998,6943,5298
7999,746,2619
8000,5146,539
8001,NULL,NULL
8002,5616,NULL
8003,7673,5047
8004,7825,4322
8005,9014,10332
8006,NULL,NULL
8007,NULL,NULL
8008,3882,8321
8009,9982,7698
8010,738,74
8011,6221,6569
8012,2775,57
8013,NULL,NULL
8014,7976,6927
8015,565,141
8016,7848,3059
8017,8664,8397
8018,NULL,NULL
8019,3671,3062
8020,4482,9414
8021,7976,5608
8022,9984,525
8023,6931,NULL
8024,3486,10828
8025,7788,5953
8026,5169,3305
8027,8892,6494
8028,NULL,NULL
8029,474,NULL
8030,6651,6311
8031,6592,7744
8032,4094,8838
8033,10027,4554
8034,9355,6249
8035,10867,7626
8036,717,6248
8037,1781,7569
8038,NULL,NULL
8039,10315,NULL
8040,7848,3895
8041,1708,7278
8042,833,3001
8043,1339,7167
8045,5627,8253
8046,8947,373
8047,8548,7585
8048,8672,7452
8049,4195,5004
8050,273,8658
8051,5987,7506
8052,5537,1883
8053,6879,4585
8054,7000,377
8055,2360,1181
8056,518,2859
8057,825,9277
8058,3225,2550
8059,NULL,NULL
8060,9074,1246
8061,2526,8221
8062,5283,8421
8063,7825,1216
8064,8540,6438
8065,3704,2518
8066,8033,8318
8067,NULL,NULL
8068,2061,2912
8069,5987,7892
8070,1338,3397
8071,7353,10637
8072,10428,3984
8073,6326,9696
8074,4195,3731
8075,519,10798
8076,5987,8840
8077,7796,4116
8078,7490,4476
8079,407,8002
8080,NULL,NULL
8081,8119,8077
8082,1843,3755
8083,9009,6463
8084,9926,5783
8085,4603,4073
8086,NULL,610
8087,6918,7517
8088,9398,1031
8089,3373,9275
8090,4603,2740
8091,532,7123
8092,7280,9587
8093,4195,880
8094,181,2765
8095,241,2619
8096,2932,5393
8097,10112,3036
8098,9082,4658
8099,2377,5384
8100,361,8255
8101,5282,7357
8102,NULL,NULL
8103,7353,3950
8104,8664,1374
8105,NULL,NULL
8106,9681,5147
8107,NULL,NULL
8108,4624,4745
8109,1626,10163
8110,NULL,NULL
8111,339,10550
8112,3703,3414
8113,9284,10675
8114,361,6752
8115,10623,7948
8116,834,8602
8117,1254,10201
8118,6592,7457
8119,10037,120
8120,7132,1558
8121,6324,8353
8122,NULL,NULL
8124,3615,8877
8125,9312,6382
8126,9199,NULL
8127,8119,10152
8128,2204,9583
8129,676,6410
8130,2115,3957
8131,8869,2298
8132,6221,8569
8133,9345,5697
8134,5169,NULL
8135,7145,NULL
8136,2360,4179
8137,676,2818
8138,9666,2406
8139,6735,9296
8140,10702,9426
8141,4951,4139
8142,738,9667
8143,1247,6133
8144,2204,2547
8145,10107,3625
8146,2526,783
8147,9984,5426
8148,9014,3378
8149,NULL,NULL
8150,181,9971
8151,7353,5335
8152,4195,5808
8153,NULL,NULL
8154,NULL,3876
8155,NULL,NULL
8156,5868,3068
8157,3704,10617
8158,4603,6453
8159,NULL,NULL
8160,5116,10927
8161,10711,3539
8162,9730,6607
8163,9355,3277
8164,2965,8460
8165,5537,5685
8166,6326,5097
8167,519,5676
8168,NULL,NULL
8169,456,5072
8170,5083,5712
8171,5665,4210
8172,1527,433
8173,NULL,NULL
8174,NULL,NULL
8175,10835,10309
8176,NULL,NULL
8177,5987,394
8178,2204,4049
8179,3216,2349
8180,1039,7120
8181,5665,9851
8182,5736,1786
8183,532,10102
8184,248,1233
8185,4482,8510
8186,1527,8727
8187,8846,6119
8188,7604,3918
8189,376,368
8190,3921,2303
8191,2689,4501
8192,746,9419
8193,3671,10768
8194,1843,8576
8195,606,5840
8196,8865,10598
8197,10711,2201
8198,2959,1460
8199,3842,7355
8200,6006,4971
8201,4928,699
8202,8593,6671
8203,10251,4657
8204,6651,6751
8205,6326,9196
8206,NULL,5792
8207,5987,2765
8208,9398,4931
8209,8162,6051
8210,7214,NULL
8211,2792,3732
8212,5116,2558
8213,NULL,NULL
8214,9993,7334
8215,738,4786
8216,10716,8774
8217,4103,2516
8218,8442,517
8219,3619,5758
8220,2526,810
8221,3498,2830
8222,7848,8652
8223,8263,9560
8224,216,10644
8225,4131,6485
8226,6326,8241
8227,5627,6708
8228,1294,7208
8229,7848,6249
8230,6848,7232
8231,2115,10795
8232,375,600
8233,NULL,NULL
8234,8865,3925
8235,6380,5699
8236,730,6250
8237,7079,9046
8238,10112,6389
8239,2690,NULL
8240,297,4368
8241,2792,1397
8242,7963,1821
8243,4644,2453
8244,4456,6527
8245,4213,10477
8246,494,10822
8247,1843,1555
8248,7673,9894
8249,8969,940
8250,7075,7476
8251,10867,8439
8252,6325,1005
8253,9814,NULL
8254,2438,11001
8255,2499,2249
8256,7000,8745
8257,339,1252
8258,456,4458
8259,7848,6070
8260,1254,5225
8261,6691,2620
8262,NULL,NULL
8263,5736,8920
8264,2012,5062
8265,641,6857
8266,361,8918
8267,2792,7100
8268,9984,4711
8269,738,533
8270,6326,9566
8271,6603,540
8272,1294,9216
8273,1123,756
8274,717,3143
8275,9074,1627
8276,8865,2841
8277,7673,9296
8278,7848,4968
8280,6848,6185
8281,4110,7309
8282,6326,4381
8283,10027,9245
8284,NULL,NULL
8285,5896,4935
8286,5537,1225
8287,1603,10698
8288,3225,6839
8289,1095,2225
8290,9355,7470
8291,5987,10104
8292,4624,6936
8293,10860,364
8294,3593,6892
8295,NULL,NULL
8296,6833,7583
8297,10027,8814
8298,5083,5712
8299,4853,10822
8300,6735,9927
8301,4951,134
8302,10711,3564
8303,1254,10102
8304,3593,9443
8305,4928,6367
8306,7132,3734
8307,9711,4281
8308,10026,1170
8309,10251,5776
8310,10582,2138
8311,1752,7997
8312,1584,10445
8313,8947,4404
8314,NULL,NULL
8315,8846,10883
8316,NULL,NULL
8317,1039,8345
8318,5260,1134
8319,6085,2646
8320,606,8811
8321,9355,5057
8323,10027,4389
8324,NULL,NULL
8325,7180,8967
8326,2853,4636
8327,7976,6535
8328,4213,4223
8329,6735,2488
8330,4021,5244
8331,7132,1702
8332,6651,966
8333,6735,8291
8334,4951,4723
8335,NULL,NULL
8336,4482,9696
8337,2526,4767
8338,4913,NULL
8339,8593,5274
8340,1584,6305
8341,NULL,6252
8342,717,3891
8343,7613,2161
8344,746,8348
8345,2893,8885
8346,2755,4972
8347,140,10134
8348,6333,6948
8349,9666,3208
8350,3630,6102
8351,8865,7585
8352,8865,1363
8353,8858,2533
8354,8826,8935
8355,9607,8151
8356,NULL,NULL
8357,NULL,NULL
8358,922,8514
8359,2652,NULL
8360,9355,3375
8361,1603,1363
8362,949,7969
8363,375,6181
8364,6833,1714
8365,6943,6314
8366,415,2236
8367,7089,1080
8368,NULL,NULL
8369,NULL,NULL
8370,2061,4280
8371,6943,141
8372,4603,7177
8373,6324,8919
8374,6925,5018
8375,NULL,NULL
8376,361,1027
8377,7673,2828
8378,6462,7817
8379,9198,636
8380,9982,8185
8381,10076,NULL
8382,7013,NULL
8383,1372,1319
8384,3093,1546
8385,7145,2441
8386,2061,10822
8387,NULL,NULL
8388,2608,5740
8389,3563,9945
8390,8263,2924
8391,5537,3261
8392,NULL,5155
8393,5866,NULL
8394,7848,3660
8395,2746,1941
8396,10107,4988
8397,5282,8551
8398,NULL,NULL
8399,4936,6493
8400,NULL,NULL
8401,NULL,NULL
8402,2263,NULL
8403,1688,10367
8404,8922,6498
8405,5665,2013
8406,NULL,NULL
8407,2566,6322
8408,376,10292
8409,10112,7060
8410,1708,5364
8411,6380,2421
8412,8858,9472
8413,6324,6307
8414,5686,3784
8415,1186,3955
8416,2609,3672
8417,4482,3105
8418,10711,9458
8419,6653,5633
8420,6324,5352
8421,4213,5827
8422,8947,994
8423,3680,6311
8424,833,5087
8425,4773,1330
8426,2061,5787
8427,8540,NULL
8428,4021,8565
8429,NULL,NULL
8430,NULL,NULL
8431,NULL,NULL
8432,NULL,8065
8433,565,1257
8434,6499,8671
8435,8119,5426
8436,2821,9098
8437,1560,3458
8438,7691,5196
8439,7604,9492
8440,6640,1250
8441,9014,2055
8442,8890,8849
8443,NULL,NULL
8444,10867,5419
8445,7752,6112
8446,10288,2760
8447,1603,19
8448,5282,10631
8449,10999,5329
8450,8593,10213
8451,2932,5851
8452,3498,7128
8453,7180,4274
8454,2932,9499
8455,1396,5716
8456,4195,2896
8457,NULL,NULL
8458,1463,10102
8459,2965,5794
8460,5451,1707
8461,3214,2828
8462,NULL,NULL
8463,4644,5157
8464,5260,10400
8465,1820,8039
8466,519,9339
8467,9703,NULL
8468,8783,2565
8469,4433,5779
8470,3698,8255
8471,5116,10009
8472,4583,5394
8473,1463,8212
8474,6533,4431
8475,339,8732
8476,3225,2693
8477,6943,7868
8478,6848,6140
8479,6499,3532
8480,8663,5142
8481,5397,3766
8482,NULL,NULL
8483,2280,2138
8484,361,9121
8485,8858,3401
8487,4603,3327
8488,2746,1094
8489,6937,2849
8490,9009,95
8491,2965,10614
8492,NULL,NULL
8493,9060,72
8494,9057,NULL
8495,1731,7590
8496,8826,2189
8497,5987,8583
8498,7848,9679
8499,9312,2830
8500,5822,1922
8501,1463,8243
8502,2319,5159
8503,10079,695
8504,10711,7434
8505,10525,648
8506,NULL,9006
8507,3934,10065
8508,6653,4302
8509,6798,9719
8510,10835,4381
8511,7180,3701
8512,NULL,NULL
8513,860,6457
8514,749,9477
8515,3153,7646
8516,3864,3379
8517,10711,9610
8518,NULL,NULL
8519,NULL,NULL
8520,1294,6969
8521,10860,8508
8522,2157,7177
8523,NULL,NULL
8524,1752,8743
8525,NULL,6589
8526,8079,3167
8527,361,267
8528,5129,618
8529,5034,6649
8530,825,8661
8531,4120,10003
8532,6278,1515
8533,6221,587
8534,2310,2993
8535,5282,5863
8536,7490,1019
8537,10428,10776
8538,6651,7366
8539,NULL,NULL
8540,2887,4364
8541,7724,4543
8542,6943,6957
8543,4795,6184
8544,833,4237
8545,NULL,NULL
8546,7673,2005
8547,2526,8615
8548,2608,2701
8549,4644,5712
8550,5116,8973
8551,9666,4280
8552,519,844
8553,327,10988
8554,5116,5712
8555,NULL,NULL
8556,2893,822
8557,4603,2420
8558,7848,2814
8559,NULL,NULL
8560,10074,5958
8561,1584,6463
8562,5128,1751
8563,3733,1540
8564,NULL,NULL
8565,2061,5787
8566,7825,3986
8567,5868,5077
8568,4903,1800
8569,7132,1558
8570,8826,6175
8571,9984,3901
8572,4624,7937
8573,212,6235
8574,6741,10050
8575,4986,8029
8576,6333,9501
8577,7899,7939
8578,5750,NULL
8579,5167,3973
8580,3671,5894
8581,9666,5530
8582,4456,1369
8583,1843,3939
8584,4213,486
8585,8273,224
8586,676,8499
8587,6557,3600
8588,NULL,NULL
8589,7673,2828
8590,5987,527
8591,8098,5412
8592,494,4513
8593,3553,2135
8594,5116,1567
8595,6653,9588
8596,2653,8397
8597,2310,312
8598,NULL,NULL
8599,8846,6349
8600,NULL,NULL
8601,6879,9682
8602,1843,5257
8603,3649,2401
8604,NULL,NULL
8605,3618,45
8606,9074,6107
8607,7796,4630
8608,NULL,NULL
8609,NULL,NULL
8610,NULL,NULL
8611,5537,1362
8612,5283,5552
8613,3563,9027
8614,1870,10663
8615,3498,10383
8617,5397,8995
8618,7353,776
8619,730,8225
8620,4951,7197
8621,7438,8872
8622,1332,NULL
8623,297,7119
8624,10037,4158
8625,2360,2816
8626,NULL,NULL
8627,3225,8982
8628,7976,2559
8629,8672,8836
8630,NULL,NULL
8631,NULL,NULL
8632,2310,10984
8633,NULL,NULL
8634,3787,9962
8635,3216,4287
8636,NULL,NULL
8637,10860,1700
8638,6651,7424
8639,3574,2153
8640,3773,2795
8641,9496,3187
8642,4592,2540
8643,NULL,NULL
8644,3498,962
8645,2834,NULL
8646,9398,6897
8647,7280,9457
8648,255,1140
8649,5129,7645
8650,5451,3720
8651,8865,3344
8652,7604,8491
8653,NULL,6585
8654,NULL,NULL
8655,375,2493
8656,4482,1766
8657,6324,944
8658,7819,NULL
8659,NULL,NULL
8660,456,4965
8661,10251,3205
8662,4992,5385
8663,1906,8198
8664,4648,6686
8665,6653,9971
8666,2837,3718
8667,9442,819
8668,4384,1054
8669,4021,3925
8670,5193,3475
8671,6221,10347
8672,9827,7507
8673,949,6627
8674,9557,5909
8675,7848,2409
8676,532,3515
8677,922,9126
8678,7474,8496
8679,212,4917
8680,3698,8602
8681,3680,735
8682,NULL,NULL
8683,NULL,NULL
8684,6557,8729
8685,6148,3126
8686,3574,1891
8687,6735,8342
8688,NULL,NULL
8689,7848,516
8690,5816,1261
8691,10428,8063
8692,456,9971
8693,2653,4925
8694,9055,4525
8695,8028,NULL
8696,3698,3523
8697,6890,10765
8698,1294,6710
8699,7673,3816
8700,5510,1686
8701,10027,7263
8702,NULL,NULL
8703,6006,2896
8704,NULL,10371
8706,339,8202
8707,1396,599
8708,8969,7546
8709,8858,7969
8710,3153,6895
8711,3671,3006
8712,5571,8489
8713,10711,9157
8714,NULL,NULL
8715,5451,10917
8716,1603,5780
8717,532,9365
8718,3499,6539
8719,6221,1073
8720,5665,7867
8721,NULL,NULL
8722,7673,1882
8723,NULL,NULL
8724,10711,3203
8725,10711,9157
8726,NULL,NULL
8727,8664,8352
8728,9082,6718
8729,4624,2027
8730,3498,349
8731,3671,679
8732,8593,1164
8733,5510,4158
8734,833,4391
8735,2526,9865
8736,2526,9419
8737,447,2743
8738,7132,1270
8739,1527,6583
8740,5221,6776
8741,1688,6271
8742,376,8125
8743,8593,8569
8744,NULL,NULL
8745,8536,8219
8746,10251,10872
8747,10885,4623
8748,746,1243
8749,NULL,NULL
8750,1123,1985
8751,4456,1369
8752,1870,8995
8753,5129,6994
8754,7280,10331
8755,6843,4453
8756,3934,5330
8757,6872,5913
8758,7132,10707
8759,4491,2679
8760,2762,NULL
8761,7296,3651
8762,7659,5302
8763,571,6616
8764,857,5861
8765,8106,NULL
8766,10399,3307
8767,2893,3977
8768,4951,4139
8769,6943,4154
8770,746,9650
8771,3738,2045
8772,2865,7950
8773,1039,5552
8774,NULL,NULL
8775,NULL,NULL
8776,361,7698
8777,857,6714
8778,3934,6855
8779,480,2625
8780,NULL,NULL
8781,327,502
8782,6681,NULL
8783,641,975
8784,1688,2392
8785,5987,1635
8786,3680,3205
8787,738,3306
8788,6592,3707
8789,2204,7985
8790,10288,3254
8791,2943,83
8792,9082,10585
8793,5665,4470
8794,5665,8494
8795,456,8220
8796,3704,2459
8797,361,10456
8798,532,1902
8799,NULL,NULL
8800,10835,991
8801,2280,3008
8802,216,3208
8803,717,76
8804,5987,3631
8805,2865,9365
8806,4021,10016
8807,10603,8489
8808,519,3634
8809,4823,2983
8810,1542,1068
8811,4456,5274
8812,4482,3877
8813,NULL,NULL
8814,8892,NULL
8815,9774,9748
8816,8593,9976
8817,3842,NULL
8818,NULL,NULL
8819,NULL,NULL
8820,5665,608
8821,10027,9590
8822,494,10016
8823,7132,8296
8824,6472,10130
8825,9398,4513
8826,7703,2199
8827,6326,2713
8828,1338,1080
8829,5397,8681
8830,NULL,NULL
8831,NULL,NULL
8832,3671,2010
8833,2204,6622
8834,3174,NULL
8835,738,2269
8836,8892,5286
8837,7788,4224
8838,3703,696
8839,181,5554
8840,1843,3690
8841,10037,1997
8842,10358,9140
8843,7825,4238
8844,NULL,NULL
8845,2014,9714
8846,5064,3087
8847,4384,3386
8848,NULL,NULL
8849,5665,6976
8850,5235,8911
8851,3214,7003
8852,8865,2841
8853,860,3612
8854,2965,8950
8855,7796,9001
8856,10711,2374
8857,6872,6143
8858,6423,7971
8859,6943,6832
8860,1039,6633
8861,5750,5312
8862,4597,10588
8863,9845,2248
8864,8846,8078
8865,7613,153
8866,1105,10486
8867,5987,10935
8868,9607,5330
8869,2956,2136
8870,1314,8038
8871,832,6199
8872,6943,2970
8873,2204,8772
8874,494,3344
8875,8858,505
8876,NULL,6287
8877,5681,3605
8878,717,6484
8879,339,10477
8880,5357,5441
8881,6735,2481
8882,8858,9587
8883,3118,9299
8884,4482,1766
8885,519,8068
8886,8821,8408
8887,216,7598
8888,6592,8257
8889,8548,4723
8890,9827,214
8891,4644,8718
8892,5665,10854
8893,10867,6585
8894,191,1085
8895,6242,9691
8896,8119,1581
8897,3593,1391
8898,1843,3367
8899,5445,6917
8900,825,3278
8901,6651,4232
8902,NULL,NULL
8903,3671,8556
8904,9993,8817
8905,9009,3096
8906,NULL,NULL
8907,10867,10919
8908,9108,1608
8909,NULL,NULL
8910,8664,1991
8911,1396,6869
8912,3214,2905
8913,10428,6939
8914,10026,129
8915,NULL,NULL
8916,6221,3705
8917,3593,10329
8918,8858,9905
8919,2526,7010
8920,10027,8294
8921,6833,7425
8922,6462,2892
8923,NULL,NULL
8924,6326,8735
8925,5665,10647
8926,4644,4971
8927,3680,7148
8928,5221,2500
8929,8865,10598
8930,9607,2970
8931,5537,5753
8932,1123,7213
8933,2965,8223
8934,5636,8873
8935,1818,9400
8936,5777,8175
8937,9870,7873
8938,NULL,NULL
8939,6943,6129
8940,6326,4629
8941,6872,582
8942,5943,7754
8943,2286,4446
8944,NULL,NULL
8945,5135,2546
8946,10711,1687
8947,9705,7949
8948,10167,226
8949,1396,5441
8950,606,3178
8951,2932,617
8952,2579,7091
8953,6006,504
8954,7604,383
8955,2542,322
8956,8826,4466
8957,6442,233
8958,6418,7857
8959,635,1629
8960,7825,10540
8961,NULL,NULL
8962,NULL,NULL
8963,297,8637
8964,5282,4385
8965,4093,1837
8966,676,2818
8967,6344,8820
8968,6872,3254
8969,10027,1628
8970,2932,3203
8971,456,10649
8972,3315,5281
8973,7084,9771
8974,4913,4731
8975,7604,7638
8976,10860,3091
8977,5083,2678
8978,7604,5057
8979,10835,5072
8980,3498,7605
8981,2272,NULL
8982,6326,2177
8983,8026,7202
8984,4110,9214
8985,1843,10709
8986,7604,7646
8987,833,7908
8988,10107,80
8989,532,3564
8990,10711,2632
8991,456,1476
8992,4928,6834
8993,NULL,NULL
8994,8858,754
8995,8674,356
8996,6903,9617
8997,2932,10922
8998,3253,8054
8999,1709,4289
9000,1584,5443
9001,5510,8637
9002,749,8851
9003,NULL,8223
9004,10076,8899
9005,5129,4084
9006,5504,7309
9007,1463,1397
9008,5278,4266
9009,6462,7856
9010,2865,9032
9011,7084,3070
9012,3498,7985
9013,7280,9103
9014,8670,7882
9015,6833,7431
9016,8858,3947
9017,5750,6351
9018,8502,8430
9019,3671,3062
9020,4810,3204
9021,2659,1321
9022,8672,665
9023,4992,5385
9024,6326,8128
9025,8846,7254
9026,2526,1004
9027,7084,5511
9028,1273,9414
9029,7604,1991
9030,922,7908
9031,6735,3357
9032,7296,7080
9033,NULL,NULL
9034,9936,1412
9035,3968,9370
9036,375,8899
9037,717,4574
9038,4885,1307
9039,5550,6632
9040,4131,3889
9041,5283,2210
9042,5283,5054
9043,3588,6373
9044,10711,10485
9045,10268,7303
9046,9130,5643
9047,7077,5883
9048,4214,3360
9049,9014,9129
9050,NULL,NULL
9051,NULL,NULL
9052,NULL,NULL
9053,738,5329
9054,8672,2047
9055,9580,NULL
9056,2499,7100
9057,5750,NULL
9058,NULL,NULL
9059,4885,3189
9060,7180,185
9061,140,3025
9062,5116,587
9063,1039,10618
9064,7976,7232
9065,1039,4430
9066,3593,5061
9067,10860,82
9068,6333,1857
9069,8869,8466
9070,1463,5216
9071,5193,1272
9072,7994,5396
9073,NULL,NULL
9074,6741,1386
9075,519,8242
9076,NULL,10062
9077,922,4718
9078,4851,1343
9079,9585,NULL
9080,6326,2519
9081,7529,5923
9082,4256,2395
9083,833,5907
9084,949,2688
9085,NULL,NULL
9086,3680,4785
9087,NULL,NULL
9088,10582,4946
9089,3671,10019
9090,2526,9012
9091,3225,82
9092,10711,1216
9093,456,6750
9094,641,172
9095,4021,8491
9096,7613,7794
9097,7848,6849
9098,9289,864
9099,216,10445
9100,3680,6489
9101,6735,8291
9102,10013,10381
9103,9014,7702
9104,10251,10214
9105,5504,6667
9106,4195,2688
9107,8925,830
9108,1915,9333
9109,5870,581
9110,10835,6250
9111,1624,3495
9112,9619,10901
9113,8263,8811
9114,749,3490
9115,2526,9566
9116,NULL,NULL
9117,NULL,NULL
9118,4415,10518
9119,3195,5405
9120,7338,1393
9121,2526,6839
9122,532,1216
9123,NULL,NULL
9124,6943,7602
9125,215,3134
9126,6848,10001
9127,NULL,NULL
9128,212,7826
9129,5571,7793
9130,NULL,NULL
9131,5397,2278
9132,NULL,9296
9133,6875,2530
9134,9082,2038
9135,NULL,NULL
9136,NULL,8806
9137,6653,4387
9138,6653,6745
9139,2003,10911
9140,NULL,NULL
9141,8672,6602
9142,5289,4762
9143,6278,NULL
9144,5987,2050
9145,860,1092
9146,5320,2881
9147,4644,7123
9148,3934,10065
9149,717,2691
9150,361,7309
9151,5537,4429
9152,3882,4440
9153,NULL,NULL
9154,8858,3215
9155,8993,7173
9156,532,6479
9157,5116,8416
9158,10428,10105
9159,NULL,NULL
9160,5565,10748
9161,NULL,4133
9162,1332,NULL
9163,7666,6367
9164,1603,438
9165,5283,3841
9166,565,7224
9167,1463,7431
9168,3704,3208
9169,10079,7506
9170,339,2406
9171,3703,2291
9172,7438,1771
9173,6085,6089
9174,3214,2205
9175,NULL,NULL
9176,9903,1968
9177,NULL,NULL
9178,1781,10105
9179,9666,10445
9180,10582,6356
9181,6462,6003
9182,NULL,NULL
9183,10251,1891
9184,9375,8915
9185,832,1303
9186,531,1371
9187,7353,1148
9188,9312,6198
9189,4853,1480
9190,219,9788
9191,5083,2223
9192,10294,1166
9193,5083,2999
9194,1527,5419
9195,215,10840
9196,2204,4054
9197,5289,7611
9198,NULL,NULL
9199,NULL,NULL
9200,2893,218
9201,2319,4179
9202,6324,9793
9203,5136,9878
9204,8821,7472
9205,746,5619
9206,9993,2224
9207,5987,6885
9208,NULL,NULL
9209,NULL,NULL
9210,1123,7706
9211,5987,4729
9212,717,3875
9213,4603,7628
9214,3225,5680
9215,9827,5826
9216,5665,5279
9217,826,9908
9218,595,7575
9219,10860,9700
9220,1870,8661
9221,9355,1809
9222,1781,4322
9223,8445,10352
9224,2965,2429
9225,717,1450
9226,519,9552
9227,4992,4012
9228,407,7352
9229,9398,4917
9230,749,8885
9231,9312,770
9232,3934,195
9233,10428,3984
9234,9312,10255
9235,NULL,NULL
9236,676,5856
9237,9666,7471
9238,2579,1173
9239,8821,3532
9240,1752,7103
9241,NULL,1733
9242,9355,10608
9243,3671,6894
9244,9162,NULL
9245,7780,4897
9246,10985,NULL
9247,339,6463
9248,4885,8877
9249,730,2208
9250,456,4518
9251,717,9971
9252,3615,NULL
9253,192,6025
9254,8089,3583
9255,5537,10429
9256,3153,4513
9257,6499,6238
9258,NULL,NULL
9259,3704,725
9260,749,3036
9261,5959,6212
9262,8858,9012
9263,1339,481
9264,5987,9037
9265,NULL,NULL
9266,7132,1902
9267,10280,1619
9268,749,2970
9269,6872,7959
9270,717,10858
9271,3225,4063
9272,7353,10371
9273,456,9696
9274,NULL,NULL
9275,3758,2950
9276,NULL,NULL
9277,9984,7458
9278,9074,4872
9279,10288,3817
9280,327,8685
9281,3498,10087
9282,NULL,NULL
9283,6384,4850
9284,5169,5427
9285,NULL,NULL
9286,9619,3245
9287,140,4175
9288,7724,7403
9289,721,6053
9290,6592,2636
9291,192,6427
9292,1463,10540
9293,717,5621
9294,3498,8988
9295,1603,9339
9296,834,3050
9297,1304,1492
9298,9496,7514
9299,675,8633
9300,361,8940
9301,4603,6589
9302,6006,8243
9303,NULL,2287
9304,5116,10540
9305,1688,6032
9306,6006,8201
9307,6499,3474
9308,10691,8862
9309,6006,918
9310,6326,8919
9311,NULL,NULL
9312,1294,4348
9313,3153,8223
9314,9619,5801
9315,6344,437
9316,6935,5723
9317,NULL,NULL
9318,375,9823
9319,2097,2784
9320,NULL,7471
9321,9009,4631
9322,4851,3036
9323,NULL,NULL
9324,9373,NULL
9325,3671,3664
9326,6221,4898
9327,7927,9037
9328,6221,3193
9329,9312,7680
9330,3160,5914
9331,5169,NULL
9332,8947,7330
9333,5627,6147
9334,10667,6983
9335,1557,9571
9336,4928,2563
9337,2309,711
9338,5083,9967
9339,9398,3375
9340,717,8940
9341,8536,9163
9342,3399,3527
9343,9398,3770
9345,6462,1130
9346,NULL,NULL
9347,6326,5072
9348,NULL,10734
9349,NULL,NULL
9350,339,3444
9351,1843,4867
9352,2865,2291
9353,8664,2298
9354,6240,7433
9355,6462,2412
9356,NULL,NULL
9357,6943,5330
9358,3216,5742
9359,4195,4759
9360,10867,309
9361,4853,26
9362,717,9777
9363,5665,8694
9364,3486,4836
9365,9014,2993
9366,3713,4800
9367,4853,2841
9368,7378,3555
9369,1444,NULL
9370,9739,NULL
9371,4195,9448
9372,3486,278
9373,7724,10313
9374,6603,10154
9375,NULL,NULL
9376,717,6755
9377,6875,1973
9378,3563,1977
9379,3013,10605
9380,2746,3332
9381,2746,5952
9382,35,NULL
9383,1915,4840
9384,3671,2431
9385,7353,10759
9386,8947,10062
9387,6333,6667
9388,2542,10846
9389,2499,3389
9390,1752,8451
9391,NULL,NULL
9392,9815,3473
9393,2965,10025
9394,10288,3795
9395,6499,8112
9396,1781,5562
9397,NULL,NULL
9398,8048,2951
9399,3574,8995
9400,5797,4808
9401,7378,1399
9402,5665,5233
9403,6709,2001
9404,1765,10829
9405,4110,3875
9406,833,10412
9407,10107,2489
9408,5571,9622
9409,6653,10751
9410,3498,4568
9411,4195,1282
9412,7848,1997
9413,4951,5327
9414,3628,10928
9415,8892,7271
9416,NULL,NULL
9417,5968,3415
9418,3864,1817
9419,7109,3732
9420,NULL,NULL
9421,1679,NULL
9422,10867,8287
9423,2526,10680
9424,456,6468
9425,NULL,NULL
9426,NULL,NULL
9427,10112,5298
9428,7874,3343
9429,8593,8451
9430,1781,10676
9431,241,4404
9432,10525,3208
9433,8869,1225
9434,10251,10910
9435,3216,6443
9436,6333,6350
9437,6333,9824
9438,717,7139
9439,531,NULL
9440,7000,9583
9441,8826,6917
9442,7836,9181
9443,3279,3232
9444,8821,2404
9445,9607,9131
9446,2932,4580
9447,1396,7356
9448,3703,7605
9449,9490,5720
9450,415,4166
9451,3253,3639
9452,3882,4400
9453,5235,10377
9454,922,3901
9455,NULL,NULL
9456,NULL,NULL
9457,7874,10255
9458,1781,4567
9459,3574,10872
9460,3225,7333
9461,3574,6713
9462,10924,NULL
9463,3225,9588
9464,3628,6162
9465,3680,3245
9466,7353,1115
9467,93,1133
9468,3615,2623
9469,5129,7908
9470,NULL,NULL
9471,9009,2518
9472,2204,2757
9473,3615,2493
9474,10288,5419
9475,1688,5818
9476,3698,4536
9477,4851,8546
9478,8969,6839
9479,6611,10923
9480,4110,2725
9481,6208,6981
9482,NULL,NULL
9483,2204,5363
9484,2746,458
9485,6848,7588
