animalRecoded,sireRecoded,damRecoded
4811,10711,3726
4812,NULL,NULL
4813,5262,6856
4814,1752,777
4815,7673,8041
4816,2653,428
4817,9398,8320
4818,NULL,NULL
4819,NULL,NULL
4820,10428,7153
4821,6499,8718
4822,6943,9528
4823,NULL,NULL
4824,7848,10120
4825,5129,5699
4826,3619,7530
4827,7447,1229
4828,5991,9252
4829,NULL,NULL
4830,3628,505
4831,860,7698
4832,7438,1384
4833,1694,7212
4834,8445,1581
4835,10027,1813
4836,327,3622
4837,6735,4073
4838,10107,1176
4839,3934,7553
4840,7593,7667
4841,216,3344
4842,NULL,NULL
4843,10251,175
4844,5235,2120
4845,7438,8638
4846,3671,7445
4847,4644,5564
4848,2579,7245
4849,NULL,NULL
4850,NULL,NULL
4851,3093,4507
4852,3153,8031
4853,2746,7065
4854,4482,2619
4855,8123,5778
4856,519,4027
4857,6054,2825
4858,NULL,NULL
4859,2257,9349
4860,8593,4296
4861,9886,7918
4862,5277,6757
4863,NULL,NULL
4864,10112,3766
4865,NULL,NULL
4866,494,134
4867,730,754
4868,10027,3481
4869,1372,9994
4870,216,9952
4871,8947,1246
4872,8947,1742
4873,833,4618
4874,1562,4607
4875,9082,83
4876,7848,8151
4877,6883,6434
4878,6872,970
4879,5221,5770
4880,3593,4031
4881,5116,2337
4882,NULL,NULL
4883,NULL,NULL
4884,5083,8569
4885,8064,8591
4886,187,3672
4887,2638,4267
4888,9009,5234
4889,9496,9124
4890,4851,4837
4891,140,3596
4892,565,8872
4893,5357,4471
4894,2499,7472
4895,841,9274
4896,6653,5952
4897,8631,6541
4898,6499,3328
4899,5221,9485
4900,4021,1712
4901,2526,1618
4902,2949,7535
4903,NULL,NULL
4904,5221,7868
4905,9496,5529
4906,7848,7655
4907,5262,5819
4908,5636,9670
4909,2350,7523
4910,3574,5292
4911,NULL,NULL
4912,990,5737
4913,6058,10572
4914,1463,8960
4915,8821,2404
4916,5987,2294
4917,1584,1252
4918,730,7262
4919,NULL,NULL
4920,5987,10227
4921,339,5861
4922,NULL,NULL
4923,7378,9370
4924,1396,19
4925,8664,5772
4926,3574,5244
4927,3355,2462
4928,6050,1678
4929,3593,460
4930,7673,6978
4931,4214,9429
4932,5357,7646
4933,5571,5593
4934,9143,NULL
4935,NULL,NULL
4936,2461,1531
4937,6221,7153
4938,3225,5952
4939,3698,10858
4940,922,4755
4941,6006,7431
4942,216,7826
4943,7109,8499
4944,10027,7643
4945,5262,9569
4946,3713,10832
4947,6651,8618
4948,1781,1886
4949,8672,3913
4950,9982,2208
4951,2608,6142
4952,746,10530
4953,10026,6345
4954,8670,8562
4955,6221,5157
4956,9398,4052
4957,519,10230
4958,NULL,NULL
4959,717,2050
4960,834,9588
4961,8846,6917
4962,738,8101
4963,10428,10922
4964,6324,364
4965,4482,578
4966,2266,1905
4967,6380,7003
4968,5136,184
4969,NULL,NULL
4970,7848,1374
4971,7296,115
4972,NULL,NULL
4973,6368,10982
4974,6333,1598
4975,2499,5790
4976,9442,648
4977,5235,7592
4978,NULL,NULL
4979,8672,6341
4980,NULL,NULL
4981,796,NULL
4982,1752,1610
4983,2579,8338
4984,216,4871
4985,2884,9772
4986,10452,11001
4987,2499,5708
4988,4885,2271
4989,1254,9193
4990,5636,10519
4991,8442,9315
4992,10027,7285
4993,8869,8251
4994,4853,2407
4995,532,4579
4996,8865,10644
4997,4131,1334
4998,3949,2624
4999,191,10745
5000,2443,9111
5001,3563,129
5002,2579,2489
5003,5357,7585
5004,3498,2830
5005,2865,2920
5006,565,562
5007,6872,1945
5008,5221,7578
5009,5235,961
5010,3750,7096
5011,3671,1945
5012,10037,1160
5013,6380,7655
5014,9398,7140
5015,7740,5204
5016,NULL,NULL
5017,1706,6516
5018,841,3545
5019,9666,10712
5020,5129,6365
5021,3713,6885
5022,6651,618
5023,7296,3258
5024,NULL,NULL
5025,NULL,NULL
5026,2333,7419
5027,7353,3357
5028,746,578
5029,9420,4528
5030,3497,1280
5031,6879,1378
5032,8593,7957
5033,8821,4160
5034,6339,4927
5035,NULL,NULL
5036,2526,1334
5037,8826,3056
5038,NULL,NULL
5039,8892,8819
5040,9705,3919
5041,327,6367
5042,3563,3765
5043,4110,7892
5044,3671,3697
5045,NULL,NULL
5046,10667,8289
5047,5987,2050
5048,5235,3598
5049,9666,10198
5050,9619,4232
5051,10999,5756
5052,3498,5994
5053,4195,1849
5054,4213,3678
5055,5665,7936
5056,339,2391
5057,212,4681
5058,5129,2432
5059,8858,6018
5060,456,967
5061,5665,4242
5062,3428,8962
5063,NULL,NULL
5064,510,165
5065,5034,10772
5066,6848,10849
5067,6462,9600
5068,8720,1572
5069,9496,2042
5070,676,9988
5071,9344,3889
5072,7280,3215
5073,717,10800
5074,4644,1270
5075,3146,1703
5076,1463,3734
5077,1781,1270
5078,NULL,NULL
5079,7353,6978
5080,2746,6139
5081,10867,2298
5082,456,6350
5083,10194,1179
5084,6333,5973
5085,5083,21
5086,834,8985
5087,7796,5292
5088,10924,3288
5089,6462,7546
5090,7615,NULL
5091,6653,6505
5092,1463,5409
5093,2746,6043
5094,8969,634
5095,5034,6832
5096,6326,1513
5097,215,5152
5098,9607,354
5099,9074,4871
5100,6462,7791
5101,4021,7284
5102,6324,5519
5103,8368,NULL
5104,NULL,NULL
5105,565,6927
5106,5235,5495
5107,456,2249
5108,456,1326
5109,10194,4610
5110,NULL,NULL
5111,7000,4695
5112,2932,1687
5113,9584,10207
5114,6943,8151
5115,746,3890
5116,5627,4257
5117,5987,4040
5118,6326,7010
5119,4094,1602
5120,2998,2066
5121,676,6030
5122,4644,4567
5124,4827,5345
5125,3498,8952
5126,9984,9888
5127,9707,NULL
5128,10428,7966
5129,7353,337
5130,4424,2845
5131,215,7597
5132,NULL,NULL
5133,6326,1535
5134,10582,5012
5135,7180,10103
5136,3355,10973
5137,6833,7150
5138,2526,1878
5139,10107,770
5140,6462,9661
5141,NULL,NULL
5142,NULL,NULL
5143,5283,599
5144,8119,5426
5145,7673,3634
5146,NULL,NULL
5147,9532,7781
5148,NULL,NULL
5149,2746,3129
5150,2645,8443
5151,717,5059
5152,7109,768
5153,749,10382
5154,2865,1565
5155,5987,9971
5156,9312,3321
5157,7825,5459
5158,2932,3474
5159,4320,952
5160,3214,4349
5161,6875,2269
5162,8869,8428
5163,8674,2072
5164,2526,3821
5165,6380,10465
5166,5665,2517
5167,10907,7257
5168,4110,5619
5169,4936,3408
5170,3628,6853
5171,6442,2963
5172,7013,9798
5173,4270,3348
5174,9801,3997
5175,212,8788
5176,990,8875
5177,8445,6286
5178,10793,1889
5179,9312,4675
5180,2792,4759
5181,NULL,NULL
5182,4482,10832
5183,3704,6262
5184,7802,2453
5185,1463,2156
5186,1781,10102
5187,3486,2849
5188,10079,8776
5189,140,3245
5190,5221,7157
5191,7604,10961
5192,6753,5127
5193,5169,3838
5194,717,3345
5195,3574,26
5196,7071,5354
5197,6326,4137
5198,1129,626
5199,3671,7854
5200,7604,4273
5201,9607,1178
5202,8865,4139
5203,6326,9905
5204,1709,4476
5205,8969,5858
5206,2998,4736
5207,5537,9911
5208,8826,4476
5209,6202,NULL
5210,7296,3452
5211,4644,7785
5212,6006,5784
5213,8283,7346
5214,4213,3810
5215,7848,583
5216,7296,1977
5217,2895,950
5218,2965,1480
5219,7280,4393
5220,NULL,NULL
5222,8947,7148
5223,6499,5462
5224,3593,8793
5225,4644,10802
5226,2110,462
5227,3978,8254
5228,3628,3215
5229,6943,10010
5230,6006,1473
5231,NULL,NULL
5232,NULL,NULL
5233,407,5885
5234,6221,7383
5236,2998,9267
5237,456,5388
5238,7825,8828
5239,7825,5001
5240,519,3634
5241,5193,10600
5242,6050,5241
5243,3704,5032
5244,2965,8223
5245,2526,5563
5246,717,8344
5247,NULL,6107
5248,2526,3639
5249,5571,5670
5250,3498,5546
5251,1781,10102
5252,10112,5050
5253,216,8242
5254,738,3261
5255,5870,9261
5256,5681,3605
5257,730,7107
5258,NULL,NULL
5259,10288,6340
5260,7780,4655
5261,NULL,NULL
5262,8983,3542
5263,9496,8097
5264,10107,8338
5265,5510,175
5266,NULL,NULL
5267,6653,5248
5268,1562,5207
5269,7332,10663
5270,6872,1099
5271,5193,404
5272,1306,9977
5273,1760,10933
5274,532,1909
5275,212,5840
5276,1752,31
5277,6542,6779
5278,10969,5181
5279,NULL,NULL
5280,6943,2054
5281,4094,8726
5282,9726,8114
5283,4851,7542
5284,4644,3203
5285,8672,496
5286,NULL,NULL
5287,NULL,NULL
5288,NULL,NULL
5289,5193,6829
5290,2319,627
5291,NULL,10534
5292,5136,9219
5293,7332,8762
5294,5987,2829
5295,NULL,NULL
5296,NULL,NULL
5297,2204,1772
5298,9619,5027
5299,2526,7821
5300,NULL,NULL
5301,10924,NULL
5302,5034,5073
5303,9607,1771
5304,4795,10496
5305,2526,7597
5306,6844,6176
5307,2932,6726
5308,3589,9999
5309,3216,2042
5310,1254,2374
5311,5750,812
5312,NULL,NULL
5313,2526,29
5314,2172,10205
5315,519,5827
5316,9496,5751
5317,7825,6198
5318,361,1326
5319,5034,3357
5320,1844,2000
5321,241,5621
5322,10112,8896
5323,8865,4471
5324,5169,2119
5325,8122,NULL
5326,1123,2631
5327,4853,10233
5328,9984,9131
5329,8865,4471
5330,1870,2432
5331,833,5027
5332,6651,10420
5333,10860,4342
5334,9312,9569
5335,5136,2005
5336,6943,9489
5337,NULL,9247
5338,4213,8246
5339,NULL,NULL
5340,6221,2957
5341,4131,8128
5342,2609,9316
5343,10835,5973
5344,3968,3413
5345,NULL,NULL
5346,NULL,NULL
5347,6326,7033
5348,6333,9419
5349,9439,3729
5350,6833,9515
5351,376,3731
5352,676,7934
5353,10711,5564
5354,5434,225
5355,8728,NULL
5356,860,5032
5357,1313,9690
5358,7109,8914
5359,6324,544
5360,5034,9927
5361,9398,7381
5362,8664,4893
5363,9312,5518
5364,10860,9068
5365,9607,9605
5366,2653,9699
5367,10537,462
5368,2089,10694
5369,7848,8103
5370,494,8386
5371,5868,5274
5372,1372,2059
5373,3882,5011
5374,4885,4086
5375,5537,311
5376,10929,8398
5377,4021,5676
5378,7976,2880
5379,3882,6118
5380,10026,4838
5381,7280,4767
5382,4021,10798
5383,494,3678
5384,4682,1471
5385,5260,75
5386,6221,6569
5387,10529,NULL
5388,4131,5888
5389,4213,6070
5390,4482,211
5391,10582,10005
5392,10428,1270
5393,3703,3651
5394,NULL,NULL
5395,10026,377
5396,1294,8482
5397,10273,10234
5398,1090,9932
5399,2965,5794
5400,2061,9952
5401,6592,9664
5402,2893,7181
5403,2526,6812
5404,2865,9129
5405,8622,9073
5406,2932,9695
5407,NULL,NULL
5408,8548,3783
5409,10026,3946
5410,9711,7192
5411,7848,3450
5412,6647,10499
5413,4498,62
5414,2932,6153
5415,NULL,NULL
5416,4482,4629
5417,6848,9477
5418,361,10709
5419,7604,3487
5420,NULL,NULL
5421,5987,6252
5422,5169,7974
5423,10027,772
5424,5083,6939
5426,9074,1733
5427,NULL,NULL
5428,NULL,NULL
5429,6324,8510
5430,6380,1559
5431,5550,7164
5432,4195,5808
5433,4565,8723
5434,9143,10934
5435,746,1987
5436,8674,6974
5437,6651,3245
5438,6872,6633
5439,NULL,6992
5440,7848,6763
5441,519,2814
5442,8821,5388
5443,6221,7201
5444,6326,8353
5445,NULL,NULL
5446,2746,1450
5447,5221,5529
5448,3671,6123
5449,10711,4235
5450,NULL,4785
5451,6759,8304
5452,NULL,8257
5453,5397,9272
5454,9192,NULL
5455,2653,10919
5456,10288,4117
5457,4110,6755
5458,4795,1631
5459,4367,5226
5460,4021,4652
5461,1584,1089
5462,5083,9781
5463,9417,3440
5464,6221,617
5465,3730,NULL
5466,6148,5425
5467,NULL,NULL
5468,2315,3416
5469,9185,2639
5470,832,8942
5471,749,7978
5472,6333,2761
5473,7673,4872
5474,9442,9321
5475,7084,10803
5476,6592,4917
5477,4603,9927
5478,10452,7846
5479,NULL,NULL
5480,3563,1734
5481,1706,5287
5482,7848,8257
5483,5283,242
5484,5235,2668
5485,9345,7612
5486,1915,6353
5487,5169,4883
5488,NULL,5335
5489,6735,1726
5490,6879,9069
5491,NULL,202
5492,5636,768
5493,5283,3386
5494,10112,3528
5495,5283,10608
5496,NULL,NULL
5497,7848,2238
5498,4624,6837
5499,192,5118
5500,7848,10442
5501,8119,10134
5502,7604,6658
5503,6499,2369
5504,456,5205
5505,3498,6469
5506,297,4189
5507,3593,10657
5508,519,5863
5509,4979,7606
5510,3355,10777
5511,8826,8044
5512,1254,706
5513,327,6467
5514,9014,6809
5515,5987,2521
5516,2526,5618
5517,6557,2757
5518,7296,9118
5519,949,2022
5520,4833,1630
5521,212,5401
5522,8548,4652
5523,9009,434
5524,3225,3690
5525,6333,9540
5526,2965,529
5527,8099,4355
5528,5083,8183
5529,6380,1492
5530,3704,3193
5531,6221,7369
5532,7673,885
5533,5571,6174
5534,NULL,NULL
5535,NULL,NULL
5536,8922,6406
5537,9524,10000
5538,NULL,NULL
5539,1870,6512
5540,5357,5014
5541,3628,9110
5542,8892,737
5543,NULL,NULL
5544,NULL,NULL
5545,7848,2661
5546,7296,1556
5547,4184,NULL
5548,8672,8323
5549,833,6389
5550,6691,5075
5551,NULL,4681
5552,9355,9095
5553,7084,8214
5554,6326,5388
5555,9375,3266
5556,1706,919
5557,3713,7776
5558,5537,4957
5559,5538,243
5560,1463,9659
5561,10582,10935
5562,4644,1473
5563,3253,5953
5564,6499,8296
5565,2108,4097
5566,NULL,NULL
5567,339,8811
5568,738,5894
5569,738,10952
5570,NULL,NULL
5571,9624,3102
5572,7438,3609
5573,2204,3982
5574,4016,1693
5575,10079,5246
5576,NULL,4368
5577,6780,397
5578,9496,7649
5579,3216,2680
5580,5116,10434
5581,7848,4343
5582,NULL,NULL
5583,9526,1591
5584,NULL,NULL
5585,3498,2774
5586,8674,1686
5587,7848,309
5588,5947,NULL
5589,4456,2913
5590,10867,908
5591,7848,2954
5592,746,364
5593,4624,1466
5594,3704,10917
5595,212,10299
5596,NULL,NULL
5597,949,377
5598,2792,6627
5599,4193,959
5600,NULL,NULL
5601,NULL,10712
5602,1843,9310
5603,9827,580
5604,NULL,NULL
5605,7788,154
5606,1831,2612
5607,216,8031
5608,1304,9220
5609,2526,6812
5610,9827,7860
5611,8858,10649
5612,NULL,NULL
5613,1688,10030
5614,9496,9357
5615,NULL,NULL
5616,4061,NULL
5617,4456,10425
5618,8858,1513
5619,746,5257
5620,8858,4137
5621,6326,4739
5622,7727,2694
5623,746,10645
5624,6833,5077
5625,2579,4836
5626,10181,10880
5627,903,9217
5628,1368,4178
5629,7848,10465
5630,5083,9092
5631,730,3624
5632,5193,5981
5633,949,880
5634,5129,3038
5635,717,1106
5636,10027,2692
5637,89,1249
5638,4913,2820
5639,1584,4989
5640,3153,8788
5641,5397,1385
5642,10999,5649
5643,NULL,NULL
5644,7848,4237
5645,NULL,NULL
5646,10112,7526
5648,3563,9027
5649,494,9692
5650,6380,10420
5651,10711,709
5652,4863,10697
5653,717,8840
5654,9355,2814
5655,2609,3672
5656,10529,3958
5657,6324,5059
5658,4928,8729
5659,3704,10014
5660,6381,685
5661,7332,7553
5662,NULL,NULL
5663,4637,545
5664,NULL,NULL
5665,1731,1592
5666,2063,4859
5667,9009,4750
5668,6324,2527
5669,5221,5050
5670,191,1652
5671,738,7376
5672,3671,1885
5673,8826,4466
5674,NULL,NULL
5675,NULL,NULL
5676,212,3962
5677,8947,2619
5678,NULL,NULL
5679,2949,2718
5680,2792,8128
5681,7914,2381
5682,NULL,2976
5683,5868,1355
5684,832,1937
5685,8865,8679
5686,641,NULL
5687,6221,725
5688,3563,443
5689,2526,4540
5690,NULL,NULL
5691,717,7989
5692,8263,8743
5693,7353,1113
5694,8110,9117
5695,5116,5984
5696,1843,7139
5697,361,3824
5698,10835,3937
5699,7796,1385
5700,1396,4385
5701,6221,5462
5702,8548,3925
5703,922,3278
5704,6326,6524
5705,NULL,10233
5706,NULL,NULL
5707,3865,157
5708,8858,3134
5709,1603,2614
5710,6872,5739
5711,2310,9171
5712,5262,4886
5713,4885,10031
5714,5282,10759
5715,NULL,5786
5716,3574,8679
5717,8858,449
5718,6943,8204
5719,5140,236
5720,NULL,NULL
5721,7132,2208
5722,2351,1158
5723,10116,3605
5724,8858,614
5725,5537,9746
5726,10860,2249
5727,8865,10598
5728,5434,8086
5729,676,1119
5730,717,3890
5731,1463,2757
5732,7659,5327
5733,5357,4254
5734,2653,5054
5735,746,364
5736,3593,7329
5737,2526,5352
5738,NULL,NULL
5739,3671,1225
5740,4992,6482
5741,NULL,NULL
5742,8119,9213
5743,5282,5828
5744,5116,5216
5745,4415,2535
5746,749,759
5747,1273,6047
5748,749,148
5749,3593,6359
5750,6720,9998
5751,749,10872
5752,10288,9151
5753,8548,819
5754,5283,4102
5755,6006,629
5756,9355,3895
5757,3216,9002
5758,3136,7512
5759,NULL,NULL
5760,9373,10318
5761,6879,3636
5762,2964,770
5763,7280,1513
5764,746,6505
5765,5129,9213
5766,9984,5501
5767,746,310
5768,10251,2961
5769,565,9406
5770,6943,9406
5771,7963,2228
5772,2061,7826
5773,5987,4867
5774,7296,7254
5775,1273,2459
5776,1708,1459
5777,8672,1966
5778,10999,7002
5779,NULL,NULL
5780,4021,8788
5781,3615,2101
5782,4651,NULL
5783,1995,7305
5784,6499,5819
5785,NULL,NULL
5786,NULL,NULL
5787,3704,4143
5788,4928,3452
5789,7109,10519
5790,730,1326
5791,5451,1360
5792,738,7467
5793,NULL,NULL
5794,3704,1775
5795,5283,3043
5796,2746,7330
5797,4093,81
5798,8947,40
5800,10924,10380
5801,5510,7690
5802,4195,9294
5803,6146,7947
5804,191,NULL
5805,532,1473
5806,3407,338
5807,10643,8001
5808,3498,6469
5809,5799,9605
5810,4853,7646
5811,9760,5148
5812,3882,582
5813,6887,6197
5814,10626,1638
5815,5235,8832
5816,NULL,NULL
5817,9984,6500
5818,2499,4606
5819,3762,3336
5820,NULL,NULL
5821,361,8966
5822,1294,NULL
5823,212,7559
5824,6006,9665
5825,NULL,NULL
5826,NULL,NULL
5827,212,6235
5828,9442,9560
5829,9496,1699
5830,10027,5206
5831,NULL,NULL
5832,9009,3193
5833,3882,6118
5834,339,10552
5835,NULL,NULL
5836,7438,461
5837,9739,NULL
5838,3216,2661
5839,NULL,10822
5840,3704,7275
5841,4170,1644
5842,10027,976
5843,8947,2138
5844,3593,7784
5845,2593,7327
5847,339,4631
5848,6085,7334
5849,7673,4968
5850,375,1652
5851,6499,4608
5852,3704,7191
5853,6735,1997
5854,676,7934
5855,327,6936
5856,3593,9536
5857,8273,3647
5858,5260,4958
5859,1370,7339
5860,NULL,8801
5861,5083,6619
5862,7848,793
5863,2061,7140
5864,7196,10786
5865,990,10649
5866,9887,6614
5867,8273,6809
5868,7322,7053
5869,NULL,NULL
5870,6090,10906
5871,10107,3028
5872,8892,276
5873,6735,2005
5874,4415,7334
5875,4526,8474
5876,2526,2550
5877,6848,8617
5878,5283,3689
5879,339,2153
5880,10860,7776
5881,10867,10284
5882,7604,9952
5884,8616,NULL
5885,NULL,NULL
5886,4853,7302
5887,9827,1898
5888,2204,3982
5889,5178,674
5890,5034,4800
5891,5571,7418
5892,8947,3140
5893,2280,4574
5894,4951,4784
5895,4384,6763
5896,NULL,NULL
5897,531,4922
5898,361,1766
5899,NULL,NULL
5900,7021,9567
5901,2746,9121
5902,8593,7404
5903,9984,10259
5904,857,7248
5905,860,6885
5906,7604,7470
5907,4603,6589
5908,8119,148
5909,361,7549
5910,NULL,NULL
5911,2128,NULL
5912,738,2548
5913,738,4900
5914,NULL,NULL
5915,5083,7383
5916,2746,7681
5917,212,8788
5918,8672,9769
5919,7788,4480
5920,10582,3631
5921,738,5253
5922,9754,2862
5923,NULL,NULL
5924,NULL,5073
5925,9496,406
5926,7848,6123
5927,5116,2453
5928,8672,6554
5929,10428,8725
5930,3216,6226
5931,5193,9146
5932,519,6788
5933,NULL,NULL
5934,8869,10768
5935,NULL,NULL
5936,4482,9540
5937,1304,3609
5938,7848,5886
5939,2893,1363
5940,10835,377
5941,5136,4800
5942,3216,160
5943,8106,2213
5944,2526,4734
5945,NULL,NULL
5946,4725,1359
5947,5582,874
5948,10221,6544
5949,2157,5828
5950,860,123
5951,3563,10795
5952,8821,7821
5953,376,10085
5954,10835,5633
5955,565,8514
5956,1870,4723
5957,3750,NULL
5958,NULL,NULL
5959,8264,3683
5960,3671,7062
5961,8674,8460
5962,8969,9022
5963,5262,7508
5964,8295,2230
5965,1896,1455
5966,8273,3359
5967,10027,6899
5968,5565,556
5969,746,10030
5970,5116,9686
5971,7023,8877
5972,6872,8832
5973,9312,4473
5974,NULL,NULL
5975,2173,146
5976,10079,8521
5977,5537,9527
5978,7132,8828
5979,5665,6811
5980,6391,2797
5981,1429,789
5982,9607,7588
5983,3593,3601
5984,6499,9695
5985,3235,10497
5986,NULL,NULL
5987,9705,8662
5988,8664,5419
5989,6324,7500
5990,5235,7143
5991,5169,4165
5992,9082,3303
5993,7976,7816
5994,7296,7080
5995,8436,NULL
5996,10079,175
5997,8897,5119
5998,6833,2374
5999,2128,8640
6000,339,5787
6001,2948,119
6002,5397,4053
6003,7180,996
6004,376,5395
6005,5550,1433
6006,8670,3811
6007,6651,5699
6008,NULL,NULL
6009,10835,9410
6010,9993,2027
6011,5987,2767
6012,10999,3006
6013,6943,3038
6014,6653,3332
6015,456,1091
6016,6006,4945
6017,7874,3822
6018,2310,3272
6019,7848,7239
6020,6326,5618
6021,7963,3962
6022,1752,6093
6023,10494,6689
6024,9312,3356
6025,6326,10080
6026,215,5888
6027,3704,3068
6028,4885,4236
6029,9984,793
6030,3498,2800
6031,3494,2838
6032,2499,5257
6033,8664,5408
6034,241,9793
6035,8996,10724
6036,216,6288
6037,3216,3609
6038,8672,5967
6039,10475,6422
6040,10835,6771
6041,9108,5002
6042,4851,6713
6043,746,9696
6044,7266,7629
6045,3688,9346
6046,922,6029
6047,5083,10218
6048,3257,3435
6049,NULL,NULL
6050,5258,1920
6051,8102,4627
6052,10999,4900
6053,NULL,NULL
6054,5665,4333
6055,NULL,NULL
6056,5571,707
6057,6592,8777
6058,9403,6163
6059,8445,6311
6060,7848,1362
6061,10711,6437
6062,5682,3108
6063,9074,356
6064,4482,4148
6065,6943,6226
6067,192,7342
6068,8892,9498
6069,7604,6425
6070,8865,7997
6071,5682,NULL
6072,6221,10175
6073,6875,8421
6074,922,1771
6075,10867,10768
6076,9904,2337
6077,2061,4151
6078,8869,7181
6079,3934,8514
6080,6735,10937
6081,6124,4836
6082,9984,1593
6083,5715,1380
6084,3593,2296
6085,3715,10256
6086,5537,6431
6087,1273,7275
6088,2893,1388
6089,8826,9400
6090,10845,5000
6091,NULL,NULL
6092,9060,2585
6093,8593,8451
6094,9827,7114
6095,4131,7431
6096,1039,5685
6097,6943,5742
6098,3703,9622
6099,403,10580
6100,6926,4145
6101,1870,2954
6102,NULL,NULL
6103,4115,5922
6104,NULL,NULL
6105,1527,2269
6106,4624,6467
6107,5987,1956
6108,7848,4968
6109,3486,7245
6110,5979,4192
6111,6221,10802
6112,98,6142
6113,7848,2548
6114,1752,2312
6115,6499,8807
6116,6557,3503
6117,5729,8493
6118,1603,10783
6120,1273,6093
6121,7848,7239
6122,10084,46
6123,8664,9667
6124,3850,10265
6125,297,7119
6126,2542,8269
6127,8548,3770
6128,5537,6696
6129,3214,3806
6130,6326,6662
6131,4213,10230
6132,3671,5315
6133,5045,8350
6134,3428,280
6135,1781,2682
6136,9066,4857
6137,NULL,NULL
6138,6875,8321
6139,6326,10649
6140,1870,1136
6141,10027,9562
6142,746,2557
6143,8664,9729
6144,7976,7757
6145,519,3223
6146,4240,8763
6147,NULL,NULL
6148,2179,9860
6149,560,9749
6150,3498,4695
6151,519,2318
6152,5537,5323
6153,6499,7824
6154,215,951
6155,456,1094
6156,6875,8551
6157,3216,8617
6158,2932,10540
6159,10860,9906
6160,10112,526
6161,5550,7164
6162,2310,7033
6163,NULL,NULL
6164,361,5067
6166,2653,4416
6167,3934,9406
6168,5481,8472
6169,10999,6236
6170,6943,194
6171,8821,10331
6172,519,3487
6173,825,9493
6174,8826,1897
6175,1709,NULL
6176,2003,6715
6177,3563,5670
6178,7374,NULL
6179,2526,10283
6180,3225,8510
6182,NULL,NULL
6183,6380,3490
6184,6848,3086
6185,4853,3950
6186,5034,9031
6187,676,7934
6188,9666,553
6189,1463,10448
6190,3967,6477
6191,5169,NULL
6192,241,870
6193,7353,4807
6194,3615,6790
6195,NULL,NULL
6196,NULL,NULL
6197,NULL,NULL
6198,5550,6809
6199,NULL,NULL
6200,6557,4128
6201,6735,7278
6202,3195,4301
6203,5537,2379
6204,NULL,2911
6205,2499,29
6206,4498,2321
6207,5277,882
6208,10474,4840
6209,376,6479
6210,1527,5913
6211,6844,6176
6212,2196,3283
6213,7788,8451
6214,1603,3748
6215,10428,9695
6216,7963,3570
6217,2965,9492
6218,4131,1334
6219,8925,2023
6220,NULL,NULL
6221,6888,964
6222,2824,8759
6223,9496,8762
6224,5870,NULL
6225,834,6248
6226,4603,2662
6227,922,4146
6228,2360,8861
6229,2526,NULL
6230,8846,2237
6231,10012,9
6232,5665,9018
6233,4644,2402
6234,4195,810
6235,5451,1913
6236,4951,10339
6237,1039,4102
6238,10026,10743
6239,3225,8576
6240,NULL,NULL
6241,NULL,NULL
6242,1125,3802
6243,7673,175
6244,1870,2875
6245,8445,2432
6246,7788,5519
6247,1688,3875
6248,10885,4971
6249,216,4376
6250,9312,3982
6251,717,3140
6252,717,4412
6253,7788,617
6254,NULL,NULL
6255,5034,1283
6256,1584,10340
6257,2865,6081
6258,NULL,NULL
6259,913,9288
6260,5357,7996
6261,676,10555
6262,6221,2672
6263,3680,793
6264,1955,1935
6265,2965,1480
6266,241,8940
6267,7963,3208
6268,2705,7880
6269,7848,2431
6270,1396,5361
6271,456,5585
6272,NULL,NULL
6273,730,9419
6274,6326,4622
6275,9382,1962
6276,NULL,NULL
6277,327,739
6278,1381,NULL
6279,NULL,NULL
6280,1304,7578
6281,717,4404
6282,2965,9664
6283,1332,NULL
6284,339,5589
6285,1781,6295
6286,456,10030
6287,5987,5073
6288,2965,8796
6289,1752,95
6290,3253,1513
6291,NULL,NULL
6292,NULL,NULL
6293,749,3676
6294,8865,10083
6295,6221,10485
6296,4415,8560
6297,10495,1013
6298,3498,4641
6299,1254,2223
6300,7438,5742
6301,8335,NULL
6302,6943,10420
6303,2172,7245
6304,3642,5600
6305,1254,7150
6306,NULL,NULL
6307,10835,7472
6308,4094,5900
6309,181,4594
6310,3671,7027
6311,9074,1733
6312,5235,2476
6313,NULL,7624
6314,7796,9272
6315,6879,4440
6316,3698,9588
6317,9984,9361
6318,8858,10519
6319,8925,8698
6320,7604,3375
6321,9074,1207
6322,6705,2387
6323,8969,5563
6324,5684,8218
6325,5227,10211
6326,3593,4530
6327,6499,1470
6328,5169,2330
6329,9009,6457
6330,3934,4523
6331,8171,8013
6332,6691,8780
6333,676,8511
6334,1752,2153
6335,9681,NULL
6336,5357,10685
6337,6326,7692
6338,7976,6957
6339,8969,1787
6340,6875,1663
6341,10027,5349
6342,7256,8006
6343,NULL,NULL
6344,407,3280
6345,5571,6106
6346,5116,10656
6347,361,9777
6348,8541,7555
6349,3619,446
6350,8858,1152
6351,NULL,NULL
6352,NULL,NULL
6353,1275,3322
6354,1752,8202
6355,NULL,NULL
6356,8674,5364
6357,738,3841
6358,1527,3881
6359,8045,NULL
6360,NULL,NULL
6361,1527,1945
6362,4913,NULL
6363,9681,NULL
6364,3574,8349
6365,8445,4551
6366,949,9196
6367,3619,10611
6368,2663,6048
6369,7976,90
6370,4603,2905
6371,5283,5003
6372,746,7309
