ANIMAL_ID,SIRE_ID,DAM_ID
010000000973521111F,630000079054553211M,010000000877132111F
DUMMYHUK2251M,120000000000411811M,010000000944271611F
DUMMYHUK4621F,DUMMYHUK63M,010000001253594711F
010000001206185211F,650000006004537511M,010000001154401511F
DUMMYHUK2804F,*,010000001015386211F
010000001150983211F,630000026598823311M,010000001094606411F
DUMMYHUK4110M,650000013296773411M,010000001207914211F
DUMMYHUK4529M,DUMMYHUK33M,010000001245902711F
DUMMYHUK4361M,DUMMYHUK111M,DUMMYHUK3920F
200000000284926411F,200000000021851711M,DUMMYHUK119F
DUMMYHUK383F,640000000033383611M,200000000534165011F
DUMMYHUK433F,640000000034351411M,200000000597492211F
010000000776802311F,640000000034351411M,010000000588374011F
DUMMYHUK206F,DUMMYHUK3M,DUMMYHUK48F
010000000735675211F,640000000034026011M,010000000677386411F
DUMMYHUK165F,200000000024572511M,DUMMYHUK74F
DUMMYHUK1074M,640000000032950111M,010000000709588811F
DUMMYHUK183F,200000000028909711M,DUMMYHUK422F
DUMMYHUK1292M,640000000034589511M,010000000838717211F
200000000028010311M,200000000023209511M,200000000108506211F
640000000030042811M,640000000027593211M,*
650000000156345311M,640000000027593211M,650000000549817311F
200000000025310911M,200000000016767511M,200000000086688611F
650000000147667911M,650000000126315211M,650000000488850411F
650000000156627811M,650000000141739011M,*
200000000003820111M,010000000003000111M,*
200000000003977711M,010000000003000111M,*
200000000025145111M,200000000016219311M,*
650000000130001411M,650000000119664511M,*
200000000039627911M,200000000027852711M,200000000264357811F
200000000019382711M,010000000016224511M,200000000041957811F
640000000011971311M,640000000009853711M,640000000019268311F
200000000014100111M,010000000010627511M,010000000031366611F
650000000152259511M,640000000026000811M,*
200000000017355311M,200000000005837311M,*
200000000033052511M,200000000020792111M,200000000157289811F
650000000128293611M,650000000100768011M,*
650000000123727711M,650000000111221111M,*
200000000017685911M,200000000016063311M,010000000045435011F
640000000014466711M,640000000012994611M,640000000032852911F
600000000036150011M,640000000028011411M,640000000129061611F
650000000120777011M,650000000076917011M,*
650000000119079911M,650000000108831611M,*
200000000016226111M,630000000002538611M,630000000014590011F
640000000025516311M,640000000022073111M,640000000082190911F
200000000029042511M,200000000020792111M,200000000169716411F
200000000017571511M,010000000015295311M,010000000034621811F
640000000024331911M,640000000017896911M,*
650000000116501211M,650000000076917011M,*
200000000039845511M,200000000028100111M,010000000197414011F
200000000018600311M,010000000016217111M,200000000038991411F
200000000009292511M,010000000006221511M,*
010000001065326111F,650000000218827211M,010000001026934611F
010000001090499311F,650000000218827211M,010000001026934611F
DUMMYHUK3814M,010000000063130811M,010000001188351111F
DUMMYHUK4268F,DUMMYHUK11M,010000001182394311F
010000001252638511F,650000013598410911M,010000001210776511F
200000000459114211F,200000000031622911M,200000000386292411F
DUMMYHUK284F,200000000035345111M,200000000482613211F
010000000765866411F,640000000033879411M,010000000707176811F
010000000864833911F,650000000190501711M,010000000727840811F
DUMMYHUK898M,640000000030579411M,010000000741938411F
010000000805073111F,640000000032110111M,010000000741938411F
010000000445723011F,640000000029355611M,200000000293090411F
DUMMYHUK1097M,640000000036316211M,010000000818959011F
010000000900656411F,630000031641972111M,010000000821362111F
010000000472171811F,200000000031622911M,010000000402612611F
DUMMYHUK35F,*,*
640000000033255411M,640000000028879011M,640000000223231711F
650000012218557311M,630000078018066411M,650000001580992811F
010000000061448511M,650000000221721211M,010000000956686511F
640000000030579411M,650000000145999611M,640000000193173311F
DUMMYHUK2577M,*,010000000948081611F
DUMMYHUK4114M,650000013296773411M,010000001150983311F
010000001188997211F,650000000201460711M,010000001154401511F
DUMMYHUK4692F,DUMMYHUK34M,DUMMYHUK3897F
DUMMYHUK2664M,010000000058695011M,010000001015386211F
010000001182392911F,650000000227204411M,010000001144962511F
010000001127199311F,650000000228486311M,010000001071566211F
DUMMYHUK4404F,DUMMYHUK32M,010000001207914211F
DUMMYHUK4444M,DUMMYHUK89M,010000001194067011F
640000000006115811M,640000000002753311M,*
200000000017879511M,200000000007590911M,200000000038702211F
650000000127155711M,650000000120315811M,650000000387241611F
650000000144614511M,650000000140772411M,650000000499756211F
010000000938497911F,630000077665452811M,010000000893469011F
DUMMYHUK2128F,650000000225721211M,010000000893469011F
DUMMYHUK1971M,120000000000298411M,010000000917151311F
DUMMYHUK3156M,710000569200023211M,010000001083941011F
010000001141281611F,630000026598823311M,010000001083941011F
DUMMYHUK1723M,630000077665452811M,010000000852136411F
DUMMYHUK2483M,*,010000000991506811F
DUMMYHUK4115M,650000013296773411M,010000001159337611F
DUMMYHUK4063M,010000000065236611M,010000001188351111F
DUMMYHUK4349F,DUMMYHUK32M,010000001188585311F
DUMMYHUK4586F,DUMMYHUK31M,010000001201348911F
DUMMYHUK2653M,010000000046116511M,010000001028180311F
DUMMYHUK2564M,*,010000001028180311F
DUMMYHUK2806M,010000000059827811M,010000001052628711F
010000000551317211F,010000000033898711M,010000000446585611F
200000000673644811F,200000000039645111M,200000000477762211F
200000000602737811F,200000000039422511M,200000000482613211F
010000000801921911F,640000000032357411M,010000000608369411F
DUMMYHUK454M,640000000031645511M,010000000701769811F
DUMMYHUK954M,650000000185690411M,010000000727840811F
010000000803979711F,650000000185690411M,01000000011974801CF
010000000855012911F,650000000190501711M,010000000786888011F
DUMMYHUK1462M,650000000207829011M,010000000818959011F
640000000006791911M,650000000020688311M,650000000050402811F
640000000012100411M,640000000010996411M,640000000027565311F
640000000025280311M,640000000023904511M,640000000076749111F
650000000927166011F,650000000157528511M,650000000837971311F
640000000098764711F,640000000021230011M,640000000072271111F
640000000031287211F,640000000010409511M,640000000025979211F
650000001096195711F,650000000168248511M,650000000781275211F
200000000135665211F,010000000020432311M,010000000094869211F
640000000211442211F,640000000026059911M,640000000152283111F
720006105101208111M,650000000218300711M,720000060104111111F
200000000038991411F,010000000007942311M,010000000032414811F
710000538706016111F,650000000182940111M,650000001108457611F
20000000002980611DF,010000000014635711M,01000000002644741CF
200000000289321611F,200000000029142311M,200000000243602611F
200000000115221011F,200000000015462111M,200000000058763811F
640000000369397511F,640000000030050211M,640000000222757911F
650000000535382011F,650000000120777011M,650000000487596621F
010000001073720211F,720000091202763211M,010000001036189411F
650000000334817411F,650000000101341511M,650000000268338611F
650000000334818111F,650000000101341511M,650000000294851811F
650000000917771511F,650000000150040411M,650000000744791611F
710000298102008111F,650000000163025111M,710000017104071511F
640000000108938211F,640000000021230011M,640000000063821411F
640000000116123411F,640000000023637011M,640000000100176911F
640000000196000811F,640000000026000811M,640000000156014011F
650000013016103911F,650000000223159611M,650000001726871211F
650000001048659811F,650000000165397011M,650000000981338511F
640000000178250811F,640000000026059911M,640000000156014011F
200000000105870211F,200000000016612111M,010000000080964211F
650000000864435411F,650000000157299911M,650000000692395721F
200000000156970611F,200000000021207911M,010000000123816011F
650000000565493011F,650000000128330911M,650000000512672621F
120000000006021811F,640000000035469211M,120000000400723411F
650000000772742911F,650000000139285811M,650000000678938511F
200000000042540811F,640000000014466711M,640000000031287211F
650000000759656811F,650000000139285811M,650000000706100021F
200000000045182011F,200000000007589511M,200000000024134811F
650000000979755811F,650000000158002011M,650000000899846111F
200000000238754411F,200000000028269911M,200000000204976611F
650000000399390111F,650000000119892611M,650000000250602611F
650000012834456111F,650000000214119611M,650000012144058311F
200000000027501811F,200000000005309911M,010000000023085411F
630000079054553211M,630000031165144311M,630000031588044511F
630000032082524211M,630000031165144311M,630000031770535911F
20000000004707141DF,200000000028419711M,20000000003956361CF
650000001715473711M,650000000214748611M,650000001448913811F
630000077843943911F,630000031165144311M,630000070605239611F
010000000966695711F,010000000042560511M,010000000871716711F
DUMMYHUK1645M,650000000210329711M,010000000881805111F
010000000944271011F,630000077665452811M,010000000903795511F
640000000192329111F,640000000025516311M,640000000101395711F
200000000087626011F,200000000017355311M,200000000063366811F
650000006031772911F,650000000224905511M,650000001734603711F
640000000189545411F,640000000026059911M,640000000139087511F
650000000693416611F,650000000147738111M,650000000592462611F
640000000210706411F,640000000026000811M,640000000171955711F
640000000223231711F,640000000026000811M,640000000163646511F
200000000103066811F,200000000016612111M,200000000080103211F
650000001259545511F,650000000168248511M,650000001063343711F
650000000485885011F,650000000111221111M,650000000429698311F
200000000244640411F,010000000020432311M,010000000191810611F
640000000449967811F,650000000168248511M,650000001192812111F
200000000086706811F,200000000017351911M,200000000067911611F
650000012728127411F,650000000218300711M,650000001732606511F
200000000129054011F,200000000021455511M,200000000052425211F
640000000217577311F,640000000029626611M,640000000170697411F
200000000043478011F,200000000007589511M,010000000026082811F
200000000068025811F,010000000014357511M,010000000045975211F
200000000156779011F,200000000021874311M,200000000128567411F
200000000028767811F,200000000005440311M,010000000024130611F
200000000140119211F,200000000017879511M,010000000114087211F
650000000642875411F,650000000147292411M,650000000595038011F
650000000403138511F,650000000117559611M,650000000275313911F
200000000070983211F,010000000015523911M,010000000052472811F
650000000372212411F,650000000101341511M,650000000291880121F
650000000356331311F,650000000090819611M,650000000265030011F
010000000938497711F,630000032082524211M,010000000871716611F
010000000966696311F,650000000210329711M,010000000878348511F
DUMMYHUK2470M,*,010000000958085011F
DUMMYHUK2819M,650000000225898311M,010000000991506811F
650000000273474111F,650000000083347111M,650000000226267021F
650000000516127111F,650000000129149911M,650000000458827421F
640000000277759211F,650000000139285811M,650000000636243611F
650000000779486911F,650000000139285811M,650000000722581111F
650000000789395911F,650000000139285811M,650000000567647511F
650000000701633511F,650000000139285811M,650000000613983221F
650000001197627611F,650000000172465711M,650000001085941121F
640000000032790711M,650000000139285811M,640000000212589711F
200000000045596211F,200000000007590911M,200000000028768011F
200000000070382411F,200000000015462111M,200000000037682611F
710000996504008611F,640000000024195411M,640000000171065311F
650000001732826811F,650000000214748611M,650000001560789811F
650000000850662611F,650000000144144011M,650000000745651511F
DUMMYHUK2380M,720000090801767011M,010000000893470011F
DUMMYHUK2024M,600000101116469011M,010000000893470011F
DUMMYHUK1996M,600000002014002611M,010000000895531211F
010000001066064411F,010000000058695011M,010000000965026811F
010000001048292411F,010000000058237411M,010000001010717911F
DUMMYHUK2689M,010000000046116511M,010000001010717911F
DUMMYHUK3478M,010000000061262811M,010000001155982511F
DUMMYHUK3670M,010000000061448511M,010000001155982511F
DUMMYHUK4163F,640000000751149411M,010000001213247111F
010000001200047211F,600000034661272411M,010000001162682911F
DUMMYHUK4078M,650000006080788611M,010000001206937711F
010000001082003311F,630000022753720611M,010000001004019111F
DUMMYHUK2711F,010000000058695011M,010000001033088211F
010000001157817111F,650000001724630311M,010000001069446911F
010000001159336211F,650000001724630311M,010000001103192511F
200000000039645111M,200000000033052511M,200000000242562811F
650000000706789311F,650000000127181011M,650000000530755111F
650000001726871211F,650000000214748611M,650000001422880311F
DUMMYHUK1919M,630000079054553211M,010000000898968411F
010000001004018911F,120000000000298411M,010000000919499911F
DUMMYHUK3143M,650000001802389211M,010000001005268211F
DUMMYHUK2815F,720006105101208111M,010000001005268211F
DUMMYHUK1629M,650000000210329711M,010000000855013411F
DUMMYHUK4271M,DUMMYHUK30M,010000001181914711F
DUMMYHUK3911F,650000013555624311M,010000001147483811F
DUMMYHUK3361M,540000200097190511M,010000001147483811F
DUMMYHUK3383F,650000000227204411M,010000001064873011F
DUMMYHUK3674M,650000006225339411M,010000001139696211F
DUMMYHUK4686M,DUMMYHUK112M,010000001180371011F
DUMMYHUK3295M,630000028845877311M,010000001090381611F
DUMMYHUK3859M,650000013227733611M,010000001116203511F
010000001154401511F,710000569200023211M,010000001116203511F
010000000756887011F,640000000033879411M,010000000702816411F
DUMMYHUK531M,640000000033877811M,010000000726441211F
DUMMYHUK729M,640000000032110111M,010000000726441211F
DUMMYHUK868M,640000000031340411M,010000000728253211F
010000000816106111F,640000000030579411M,010000000763846811F
DUMMYHUK970M,640000000032950111M,010000000763846811F
010000000855013811F,640000000036316211M,010000000756886811F
650000000235167411F,650000000072944911M,650000000197002311F
DUMMYHUK1931F,DUMMYHUK83M,010000000919496911F
DUMMYHUK2254M,010000000056944611M,010000000968695011F
DUMMYHUK2533F,630000018113784511M,010000000989294211F
DUMMYHUK2500F,010000000057433411M,010000000994861111F
DUMMYHUK1800F,630000077665452811M,010000000840100611F
DUMMYHUK2552F,630000018113784511M,010000001007900211F
DUMMYHUK1467M,650000000207350511M,010000000861114911F
010000001140544411F,650000001712414711M,010000001024968911F
DUMMYHUK3813M,650000013555624311M,010000001139696111F
010000001132931811F,010000000057345011M,010000001091747711F
DUMMYHUK3123M,640000000536434311M,010000001091747711F
DUMMYHUK2941M,650000000228486311M,010000001070571911F
010000001169750811F,600000034721383611M,010000001134061211F
010000001190950411F,650000006164301611M,010000001134061211F
DUMMYHUK4134M,650000013598410911M,010000001173590511F
010000000564097411F,640000000032065111M,200000000452428211F
DUMMYHUK392F,640000000033383611M,200000000452428211F
010000000614751411F,640000000033383611M,010000000534164411F
DUMMYHUK411F,640000000032500511M,010000000601386211F
010000000713956611F,010000000040262511M,010000000601386211F
010000000809355611F,650000000185690411M,010000000713956811F
010000000835383211F,630000031165144311M,010000000758436811F
DUMMYHUK841M,650000000188908511M,010000000795009111F
200000000414862011F,200000000028379911M,200000000285100211F
010000000843229711F,650000000189806011M,010000000793249311F
DUMMYHUK991M,630000031165144311M,010000000756886811F
010000000895531011F,120000000000283611M,010000000788991511F
DUMMYHUK1098M,010000000043811911M,010000000816106211F
DUMMYHUK2144F,630000083137519511M,010000000837071311F
DUMMYHUK355F,200000000037937311M,200000000402612811F
010000000940445411F,630000032082524211M,010000000835384011F
010000000962371911F,630000079054553211M,010000000835384011F
200000000077542811F,200000000014100111M,200000000033256611F
640000000432425311F,650000000034799311M,640000000360244311F
640000000091424311F,640000000020309311M,640000000077616011F
640000000212508111F,640000000028504111M,640000000180908411F
200000000030694811F,010000000004639511M,*
640000000130072111F,640000000022920311M,640000000097852411F
650000000401131411F,650000000111411611M,650000000350767621F
640000000182639711F,640000000027593211M,640000000145202611F
200000000095179811F,200000000016219311M,*
640000000040660211F,640000000010626011M,640000000025689611F
650000006008549611F,650000000226500511M,650000001517240011F
650000000323597011F,650000000100768011M,*
200000000259347211F,640000000027579311M,200000000155571211F
650000000673036011F,640000000026000811M,650000000602182611F
640000000222600311F,640000000026000811M,640000000174670511F
DUMMYHUK1221M,640000000036316211M,01000000011974801CF
DUMMYHUK1278M,640000000033757811M,010000000822345911F
DUMMYHUK1400M,650000000207350511M,010000000835383411F
010000000039422711M,200000000033052511M,200000000276421411F
DUMMYHUK2112F,630000082987787411M,010000000877132111F
010000000960267711F,010000000042560511M,010000000893469311F
DUMMYHUK2430M,720000111503103811M,010000000944271611F
010000001143986711F,630000026598823311M,010000001069027811F
010000001185996611F,630000078998045011M,010000001069027811F
010000001126440111F,010000000057345011M,010000001069027811F
010000001109524711F,650000001715473711M,010000001071566211F
DUMMYHUK4706F,DUMMYHUK56M,010000001200047211F
DUMMYHUK4559M,DUMMYHUK89M,DUMMYHUK3942F
DUMMYHUK4738M,DUMMYHUK114M,DUMMYHUK4224F
DUMMYHUK2600M,*,010000001032970511F
010000001083852011F,010000000058798411M,010000001004018911F
DUMMYHUK4460M,DUMMYHUK32M,010000001195360611F
DUMMYHUK4587M,DUMMYHUK31M,DUMMYHUK3920F
DUMMYHUK134F,DUMMYHUK116M,DUMMYHUK119F
DUMMYHUK318F,200000000035345111M,DUMMYHUK91F
010000000683916611F,010000000040262511M,200000000534165011F
010000000709588611F,640000000032500511M,200000000597492211F
010000000702816411F,640000000034704511M,010000000588374011F
010000000756886811F,640000000035807711M,010000000588374011F
200000000295340611F,200000000021851711M,DUMMYHUK48F
DUMMYHUK163F,200000000021455511M,DUMMYHUK48F
200000000285861011F,200000000024251311M,DUMMYHUK67F
DUMMYHUK1396M,650000000207829011M,010000000805073711F
010000000940444711F,640000000032809811M,010000000897699211F
DUMMYHUK3132M,640000000536434311M,010000001096928511F
DUMMYHUK3908F,010000000063052611M,010000001160217211F
640000000167985511F,640000000026007611M,640000000145650311F
640000000025887911F,640000000006115811M,*
200000000231839611F,200000000020768511M,*
200000000238854811F,200000000027250711M,*
200000000246977211F,010000000020432311M,*
650000000265030011F,650000000087662911M,650000000195404011F
200000000118458011F,200000000017809111M,200000000092573411F
650000000782420311F,650000000139285811M,*
630000045865743211F,650000000002223511M,630000001507049911F
650000000794515611F,650000000156036211M,650000000777214511F
200000000262794811F,200000000028286511M,*
650000000264943811F,650000000087569611M,*
200000000262192411F,200000000028798511M,*
200000000238622211F,200000000021561511M,*
200000000235617611F,200000000027506511M,*
640000000091433011F,640000000021343211M,640000000039796811F
650000000859578911F,650000000160875511M,650000000745826921F
200000000243602611F,200000000025145111M,*
650000000784410211F,650000000139285811M,650000000691166211F
650000000744791611F,650000000139285811M,*
DUMMYHUK3548M,DUMMYHUK56M,010000001108635911F
DUMMYHUK3338M,650000013436109311M,010000001033088311F
DUMMYHUK3527M,650000006164301611M,010000001033088311F
010000001176067511F,540000200097190511M,010000001090376911F
010000001209437311F,010000000062533111M,010000001170969311F
DUMMYHUK4023M,010000000061448511M,010000001206938511F
DUMMYHUK4365F,DUMMYHUK32M,010000001206185211F
DUMMYHUK788F,640000000032110111M,010000000573196411F
DUMMYHUK683M,120000000000076411M,200000000682919211F
010000000775394111F,640000000034285611M,200000000709588011F
DUMMYHUK524M,640000000037144011M,010000000732869611F
010000000838716511F,640000000032357411M,010000000741938611F
010000000432900011F,640000000029355611M,200000000293166211F
DUMMYHUK1613M,650000000210329711M,010000000838717311F
DUMMYHUK1450M,120000000000283611M,010000000838717211F
DUMMYHUK1274M,650000000207350511M,010000000823275711F
DUMMYHUK1125F,DUMMYHUK44M,010000000823275711F
DUMMYHUK2185M,010000000056944611M,010000000942493911F
010000001195361011F,630000036125244311M,010000001096928511F
010000001143117111F,630000033087405211M,010000001106432611F
010000001193755411F,650000006004537511M,010000001115890611F
010000001065860011F,650000000218827211M,010000000986302811F
DUMMYHUK3094F,710000569200023211M,010000001071565911F
DUMMYHUK3359M,630000028845877311M,010000001127730611F
DUMMYHUK3795F,010000000061448511M,010000001127730611F
010000001164012711F,650000013182383311M,010000001127730611F
DUMMYHUK1799M,650000000202004911M,010000000841441111F
DUMMYHUK2754M,650000001715473711M,010000001004018711F
DUMMYHUK3247M,650000012205684611M,010000001071944311F
010000001112796711F,650000000228486311M,010000001071944311F
DUMMYHUK3716F,010000000061448511M,010000001177100911F
DUMMYHUK3226F,650000001802389211M,010000001105439811F
DUMMYHUK3537M,650000006004537511M,010000001133839211F
DUMMYHUK4004M,010000000063052611M,010000001133839211F
DUMMYHUK3053M,710000569200023211M,010000001026934411F
DUMMYHUK2926F,720006105101208111M,010000001026934411F
DUMMYHUK2812M,650000000228486311M,010000001052629311F
DUMMYHUK3063M,600000057889174811M,010000001110183111F
010000001251880811F,600000053674301911M,010000001110183111F
DUMMYHUK3507M,630000036125244311M,010000001124205811F
DUMMYHUK3905M,650000006054033611M,010000001124205811F
DUMMYHUK3278M,600000034721383611M,010000001137958711F
DUMMYHUK350F,200000000037937311M,200000000514335211F
DUMMYHUK4373F,DUMMYHUK32M,010000001159337611F
DUMMYHUK4632M,DUMMYHUK63M,010000001188351111F
DUMMYHUK3371M,640000000514504111M,010000001129006611F
DUMMYHUK3981M,010000000062249211M,010000001180779111F
DUMMYHUK4312M,DUMMYHUK56M,010000001180779111F
DUMMYHUK4243M,DUMMYHUK30M,010000001201348911F
DUMMYHUK3826M,010000000063130811M,010000001150073411F
200000000691873611F,200000000039419911M,200000000604329211F
DUMMYHUK1330M,650000000185690411M,010000000741938411F
DUMMYHUK1177F,010000000043811911M,010000000741938411F
010000000949850111F,650000000202004911M,010000000821362111F
200000000269131811F,200000000023664111M,*
640000000041367411F,640000000010996411M,640000000033095111F
650000000295991511F,650000000090155111M,*
650000000791094511F,650000000141952811M,650000000637812611F
200000000260395611F,200000000024297511M,*
650000001034428411F,650000000156345311M,650000000891754311F
200000000292125011F,200000000029583511M,*
200000000312327411F,200000000023327311M,*
650000000499756211F,650000000128391711M,*
200000000155571211F,200000000023216711M,*
650000000835751711F,650000000144144011M,650000000738500911F
630000077588984011F,630000031165144311M,*
010000000942494411F,650000000202004911M,010000000877132111F
DUMMYHUK1582M,650000000210329711M,010000000877132111F
DUMMYHUK2765M,010000000056040011M,010000001069027811F
DUMMYHUK4087M,650000006080788611M,010000001154401511F
DUMMYHUK4678M,*,010000001194067011F
DUMMYHUK2849M,010000000059827811M,010000001004018911F
DUMMYHUK4469M,DUMMYHUK33M,DUMMYHUK3934F
DUMMYHUK135F,DUMMYHUK116M,DUMMYHUK122F
DUMMYHUK838F,650000000188908511M,200000000597492211F
200000000007870711M,200000000006383511M,*
200000000022866911M,200000000018511111M,*
650000000161905711M,650000000144144011M,650000000619485911F
650000000111335011M,650000000101341511M,*
650000000164098211M,650000000144144011M,*
650000000123348711M,650000000101341511M,650000000334817411F
650000000119664511M,650000000101341511M,*
DUMMYHUK2111M,DUMMYHUK83M,010000000948081611F
DUMMYHUK4423M,DUMMYHUK111M,010000001233370111F
DUMMYHUK4470M,DUMMYHUK111M,DUMMYHUK3948F
010000001230180411F,010000000062249211M,010000001150983311F
010000001195360311F,650000000201460711M,010000001094606411F
DUMMYHUK1668M,630000031641972111M,010000000861668811F
DUMMYHUK4625M,DUMMYHUK114M,010000001207914211F
DUMMYHUK3947F,010000000063052611M,010000001194067011F
DUMMYHUK2451M,720000090901588111M,010000001004018911F
DUMMYHUK2538M,010000000058798411M,010000001004018911F
DUMMYHUK4151M,710000500823845711M,010000001159338411F
DUMMYHUK3853M,DUMMYHUK56M,010000001159338411F
DUMMYHUK4562M,DUMMYHUK12M,010000001245315411F
200000000216080211F,200000000023123711M,DUMMYHUK48F
DUMMYHUK952F,640000000032357411M,010000000709588811F
010000000312927611F,200000000025953711M,DUMMYHUK67F
DUMMYHUK781M,650000000189806011M,010000000778338411F
010000000846120111F,650000000190501711M,010000000780948211F
DUMMYHUK219F,200000000025344511M,DUMMYHUK181F
010000000852136311F,650000000202284411M,010000000818958611F
200000000520258211F,200000000039946711M,200000000378880411F
DUMMYHUK3611F,DUMMYHUK56M,010000001118732411F
DUMMYHUK3773M,650000006189496611M,010000001133839211F
DUMMYHUK4304F,DUMMYHUK56M,010000001203504811F
DUMMYHUK2668F,010000000046116511M,010000001026934411F
010000001088167811F,650000000218827211M,010000001069447111F
010000001101051111F,010000000056040011M,010000001004018911F
010000001254396511F,650000013296773411M,010000001195360611F
DUMMYHUK694F,640000000036485911M,200000000597492211F
DUMMYHUK157F,200000000021561511M,DUMMYHUK140F
DUMMYHUK186F,200000000027102111M,DUMMYHUK48F
200000000268698011F,DUMMYHUK99M,DUMMYHUK422F
DUMMYHUK243F,200000000027102111M,DUMMYHUK170F
DUMMYHUK911F,650000000190501711M,010000000778338411F
DUMMYHUK1248M,630000045850677811M,010000000805073711F
010000000919496411F,650000000208938111M,010000000796188011F
200000000443731411F,200000000027102111M,200000000310948811F
010000000922946811F,630000031834081011M,010000000818958611F
200000000550212611F,200000000038365911M,200000000378880411F
DUMMYHUK3064M,600000057889174811M,010000001113933511F
DUMMYHUK3845M,010000000063130811M,010000001191332111F
DUMMYHUK1486M,630000031641972111M,010000000841441111F
010000000512324011F,200000000035286111M,010000000404154811F
010000001086629711F,010000000058798411M,010000001004018711F
DUMMYHUK3946M,010000000062249211M,010000001199000311F
DUMMYHUK3012M,710000569200023211M,010000001105439811F
010000001067136911F,630000022753720611M,010000001025180511F
DUMMYHUK3031M,650000001805491811M,010000001069447111F
DUMMYHUK3245M,010000000059817211M,010000001110183111F
010000001192498111F,650000000201460711M,010000001154402011F
200000000519416611F,200000000035345111M,200000000456612811F
010000000622315011F,640000000033383611M,200000000532524611F
010000000766373211F,120000000000083211M,010000000688264011F
010000000921210811F,010000000043811911M,010000000786888611F
DUMMYHUK845M,640000000031340411M,010000000786888611F
200000000335038211F,200000000028909711M,DUMMYHUK422F
200000000388600011F,200000000030997111M,DUMMYHUK422F
DUMMYHUK768M,120000000000106811M,010000000763847611F
DUMMYHUK962F,650000000189806011M,010000000780948211F
DUMMYHUK821F,DUMMYHUK44M,010000000780948211F
DUMMYHUK1106M,650000000202284411M,010000000805073711F
DUMMYHUK1297M,630000045691149911M,010000000796188011F
DUMMYHUK1761M,120000000000283611M,010000000816106111F
010000000968694411F,640000000033757811M,010000000816106111F
DUMMYHUK311F,200000000035345111M,DUMMYHUK217F
010000001045334311F,630000018113784511M,010000001004018711F
DUMMYHUK3429M,630000036125244311M,010000001071944311F
DUMMYHUK4596M,DUMMYHUK50M,010000001247228211F
DUMMYHUK4098M,600000053674301911M,010000001205004211F
DUMMYHUK2581M,010000000058798411M,010000001024613811F
010000001133839511F,710000569200023211M,010000001071567611F
DUMMYHUK3412M,640000000514504111M,010000001071567611F
010000001150983411F,650000001802389211M,010000001071567611F
010000001115890611F,650000000225898311M,010000001071567611F
DUMMYHUK3121M,630000033087405211M,010000001118055311F
010000001241874511F,010000000062249211M,010000001203504811F
DUMMYHUK4612M,DUMMYHUK27M,010000001203504811F
010000001214017711F,010000000062533111M,010000001124205811F
010000000656382011F,010000000039517311M,200000000532524611F
200000000656922811F,200000000039843111M,200000000561296411F
010000000675340211F,010000000039517311M,010000000591385011F
010000000646405411F,640000000032158811M,010000000591385011F
DUMMYHUK801M,650000000188908511M,010000000762418411F
DUMMYHUK661F,640000000036485911M,010000000763846011F
DUMMYHUK1955F,650000000218300711M,010000000837071311F
650000012205684611M,650000000215094811M,650000001804014411F
010000001211416511F,010000000061448511M,010000001173439711F
DUMMYHUK4696M,DUMMYHUK114M,010000001254396511F
DUMMYHUK2467M,*,010000000987212911F
DUMMYHUK2607M,010000000058144511M,010000001024968911F
010000001148427311F,650000001802389211M,010000001108352111F
010000001046726511F,630000085607022211M,010000001008848811F
DUMMYHUK3469M,650000013227754111M,010000001091747711F
DUMMYHUK3300M,630000078998045011M,010000001091747711F
DUMMYHUK2795M,720006105101205711M,010000001070571911F
DUMMYHUK3756M,650000013227733611M,010000001180096711F
DUMMYHUK1216M,640000000036316211M,010000000713956811F
DUMMYHUK928M,650000000191005311M,010000000713956811F
DUMMYHUK1233M,640000000036316211M,010000000758436811F
DUMMYHUK935F,640000000037597711M,010000000793249311F
DUMMYHUK1666M,120000000000283611M,010000000822345411F
010000000954727311F,640000000033339111M,010000000822345411F
200000000514335211F,200000000035286111M,200000000413128011F
010000000402613011F,640000000029355611M,200000000312191011F
DUMMYHUK1279M,630000045691149911M,010000000818958711F
DUMMYHUK1409M,650000000207829011M,010000000836609711F
DUMMYHUK1948F,650000000202004911M,010000000838716611F
DUMMYHUK1775M,630000032082524211M,010000000838716611F
200000000482613211F,200000000039422311M,200000000351637411F
200000000523808211F,200000000035287311M,200000000435252811F
010000000033898711M,640000000027633311M,200000000217894411F
600000053674301911M,650000006206591911M,600000035016570611F
650000013182383311M,650000000229443611M,650000012882497311F
200000000027102111M,200000000024102911M,200000000051389411F
200000000039422511M,200000000023245911M,200000000251170611F
720000111503103811M,650000000192941011M,640000000467517311F
630000016215264111M,630000031641972111M,630000079205922011F
200000000039419911M,200000000023327311M,200000000296954011F
010000001007900311F,710000149000028411M,010000000895531211F
DUMMYHUK1885F,640000000037990611M,010000000921211511F
010000001186482811F,640000000514504111M,010000001145887911F
DUMMYHUK3866F,650000013227733611M,010000001145887911F
DUMMYHUK3460M,*,010000001154401111F
DUMMYHUK4601M,DUMMYHUK50M,010000001235470711F
DUMMYHUK4419F,DUMMYHUK56M,010000001206937711F
010000001200047911F,630000036125244311M,010000001103192511F
DUMMYHUK3004M,630000026598823311M,010000001103192511F
DUMMYHUK3237F,010000000059817211M,010000001109507011F
DUMMYHUK4516M,DUMMYHUK12M,010000001220042811F
DUMMYHUK2644M,650000000218827211M,010000001026128911F
